AÑO,MES,Date,Periodo,Estacion_clima,Station_ID,Latitude,Longitude,Station_Name,Data_Freq,Vertiente,Familia,Especies,CCODE,Ambiente,Miller_66_76,V_Economico,count,TOTAL
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Gobiidae,"Awaous banana (Valenciennes, 1837)",A. BANANA,D,2,1.0,0.0,4
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Gobiidae,"Ctenogobius sagittula (Günther, 1862)",C. SAGITTULA,M,2,0.0,0.0,1
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Gobiidae,"Parrella lucretiae (Eigenmann & Eigenmann, 1888)",P. LUCRETIAE,M,P,0.0,0.0,2
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Lutjanidae,"Lutjanus colorado Jordan & Gilbert, 1882",L. COLORADO,M,P,1.0,0.0,3
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Mugilidae,"Dajaus monticola (Bancroft, 1834)",D. MONTICOLA,D,P,1.0,0.0,1
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Poeciliidae,"Brachyrhaphis parismina (Meek, 1912)",B. PARISMINA,D,2,0.0,0.0,1
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Poeciliidae,"Gambusia nicaraguensis Günther, 1866",G. NICARAGUENSIS,D,2,0.0,0.0,81
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Poeciliidae,"Poecilia gillii (Kner, 1863)",P. GILLII,D,2,0.0,0.0,9
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Poeciliidae,"Poeciliopsis turrubarensis (Meek, 1912)",P. TURRUBARENSIS,D,2,0.0,0.0,11
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Pristigasteridae,"Ilisha fuerthii (Steindachner, 1875)",I. FUERTHII,M,P,1.0,0.0,4
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Sciaenidae,"Cynoscion albus (Günther, 1864)",C. ALBUS,M,P,1.0,0.0,4
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Synbranchidae,"Synbranchus marmoratus Bloch, 1795",S. MARMORATUS,D,2,0.0,0.0,1
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Syngnathidae,"Microphis lineatus (Kaup, 1856)",M. LINEATUS,M,P,1.0,0.0,22
2004,8,2004-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Syngnathidae,"Pseudophallus elcapitanensis (Meek & Hildebrand, 1914)",P. ELCAPITANENSIS,M,P,0.0,0.0,7
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Albulidae,"Albula vulpes (Linnaeus, 1758)",A. VULPES,M,P,0.0,0.0,8
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Bryconidae,"Bryconamericus emperador (Eigenmann & Ogle, 1907)",B. EMPERADOR,D,1,0.0,0.0,29
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Carangidae,"Oligoplites altus (Günther, 1868)",O. ALTUS,M,P,1.0,0.0,5
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Centropomidae,"Centropomus nigrescens Günther, 1864",C. NIGRESCENS,M,P,1.0,0.0,24
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Centropomidae,"Centropomus robalito Jordan & Gilbert, 1882",C. ROBALITO,M,P,1.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Centropomidae,"Centropomus viridis Lockington, 1877",C. VIRIDIS,M,P,1.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Characidae,"Astyanax aeneus (Günther, 1860)",A. AENEUS,D,1,0.0,0.0,5
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Characidae,"Astyanax ruberrimus Eigenmann, 1913",A. RUBERRIMUS,D,1,0.0,0.0,54
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Characidae,"Roeboides bouchellei Fowler, 1923",R. BOUCHELLEI,D,1,0.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Characidae,"Roeboides occidentalis Meek & Hildebrand, 1916",R. OCCIDENTALIS,D,1,0.0,0.0,11
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Cichlidae,"Andinoacara coeruleopunctatus (Kner, 1863)",A. COERULEOPUNCTATUS,D,2,0.0,0.0,9
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Cichla monoculus Agassiz, 1831",C. MONOCULUS,D,1,1.0,0.0,7
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Oreochromis mossambicus (Peters, 1852)",O. MOSSAMBICUS,D,2,1.0,0.0,49
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Oreochromis niloticus (Linnaeus, 1758)",O. NILOTICUS,D,2,1.0,0.0,5
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Cichlidae,"Vieja maculicauda (Regan, 1905)",V. MACULICAUDA,D,2,1.0,0.0,5
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cyprinidae,"Ctenopharyngodon idella (Valenciennes, 1844)",C. IDELLA,D,1,1.0,0.0,4
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Eleotridae,"Dormitator latifrons (Richardson, 1844)",D. LATIFRONS,D,2,1.0,0.0,20
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Eleotridae,"Eleotris amblyopsis (Cope, 1871)",E. AMBLYOPSIS,D,2,0.0,0.0,6
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Eleotridae,"Eleotris picta Kner, 1863",E. PICTA,D,2,0.0,0.0,7
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Eleotridae,"Gobiomorus dormitor Lacepède, 1800",G. DORMITOR,D,2,0.0,0.0,26
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Eleotridae,"Gobiomorus maculatus (Günther, 1859)",G. MACULATUS,D,2,0.0,0.0,26
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Eleotridae,"Gobiomorus polylepis Ginsburg, 1953",G. POLYLEPIS,D,2,0.0,0.0,3
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Engraulidae,"Anchoa spinifer (Valenciennes, 1848)",A. SPINIFER,M,P,1.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Gerreidae,"Eugerres lineatus (Humboldt, 1821)",E. LINEATUS,M,P,1.0,0.0,21
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Gerreidae,"Gerres cinereus (Walbaum, 1792)",G. CINEREUS,M,P,1.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Gobiidae,"Awaous transandeanus (Günther, 1867)",A. TRANSANDEANUS,D,2,1.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Gobiidae,"Awaous banana (Valenciennes, 1837)",A. BANANA,D,2,1.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Gobiidae,"Gobionellus microdon (Gilbert, 1892)",G. MICRODON,M,2,0.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Gobiidae,"Gobius incognitus Kovačić & Šanda, 2016",G. INCOGNITUS,M,2,0.0,0.0,4
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Haemulidae,"Haemulopsis elongatus (Steindachner, 1879)",H. ELONGATUS,M,P,1.0,0.0,2
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Lutjanidae,"Lutjanus argentiventris (Peters, 1869)",L. ARGENTIVENTRIS,M,P,1.0,0.0,2
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Megalopidae,"Megalops atlanticus Valenciennes, 1847",M. ATLANTICUS,M,P,1.0,0.0,10
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Mugilidae,"Dajaus monticola (Bancroft, 1834)",D. MONTICOLA,D,P,1.0,0.0,14
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Mugilidae,"Mugil curema Valenciennes, 1836",M. CUREMA,M,P,1.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Pimelodidae,"Rhamdia guatemalensis (Günther, 1864)",R. GUATEMALENSIS,D,1,1.0,0.0,1
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Poeciliidae,"Brachyrhaphis cascajalensis (Meek & Hildebrand, 1913)",B. CASCAJALENSIS,D,2,0.0,0.0,4
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Poeciliidae,"Brachyrhaphis episcopi (Steindachner, 1878)",B. EPISCOPI,D,2,0.0,0.0,2
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Poeciliidae,"Gambusia nicaraguensis Günther, 1866",G. NICARAGUENSIS,D,2,0.0,0.0,45
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Poeciliidae,"Neoheterandria tridentiger (Garman, 1895)",N. TRIDENTIGER,D,2,0.0,0.0,0
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Poeciliidae,"Poecilia gillii (Kner, 1863)",P. GILLII,D,2,0.0,0.0,131
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Poeciliidae,"Poeciliopsis elongata (Günther, 1866)",P. ELONGATA,D,2,0.0,0.0,12
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Poeciliidae,"Poeciliopsis turrubarensis (Meek, 1912)",P. TURRUBARENSIS,D,2,0.0,0.0,42
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Syngnathidae,"Microphis lineatus (Kaup, 1856)",M. LINEATUS,M,P,1.0,0.0,5
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Syngnathidae,"Pseudophallus mindii (Meek & Hildebrand, 1923)",P. MINDII,M,P,0.0,0.0,2
2005,8,2005-08-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Syngnathidae,"Pseudophallus starksii (Jordan & Culver, 1895)",P. STARKSII,M,P,0.0,0.0,14
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Ariidae,"Cathorops tuyra (Meek & Hildebrand, 1923)",C. TUYRA,M,P,1.0,0.0,11
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Atherinidae,"Atherinella chagresi (Meek & Hildebrand, 1914)",A. CHAGRESI,D,P,0.0,0.0,1
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Characidae,"Astyanax ruberrimus Eigenmann, 1913",A. RUBERRIMUS,D,1,0.0,0.0,14
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Bryconidae,"Brycon chagrensis (Kner, 1863)",B. CHAGRENSIS,D,1,1.0,0.0,3
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Astronotus ocellatus (Agassiz, 1831)",A. OCELLATUS,D,1,1.0,0.0,1
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Cichla monoculus Agassiz, 1831",C. MONOCULUS,D,1,1.0,0.0,19
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Oreochromis niloticus (Linnaeus, 1758)",O. NILOTICUS,D,2,1.0,0.0,1
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Cichlidae,"Vieja maculicauda (Regan, 1905)",V. MACULICAUDA,D,2,1.0,0.0,2
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Eleotridae,"Gobiomorus dormitor Lacepède, 1800",G. DORMITOR,D,2,0.0,0.0,2
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Gerreidae,"Eugerres plumieri (Cuvier, 1830)",E. PLUMIERI,M,P,1.0,0.0,2
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Gobiidae,"Awaous banana (Valenciennes, 1837)",A. BANANA,D,2,1.0,0.0,1
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Gobiidae,"Sicydium salvini Ogilvie-Grant, 1884",S. SALVINI,D,2,0.0,0.0,1
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Poeciliidae,"Gambusia nicaraguensis Günther, 1866",G. NICARAGUENSIS,D,2,0.0,0.0,39
2011,9,2011-09-01,2004-2016,LLUVIOSA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Syngnathidae,"Microphis lineatus (Kaup, 1856)",M. LINEATUS,M,P,1.0,0.0,9
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Ariidae,"Cathorops tuyra (Meek & Hildebrand, 1923)",C. TUYRA,M,P,1.0,0.0,2
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Bryconidae,"Brycon behreae Hildebrand, 1938",B. BEHREAE,D,1,1.0,6.0,6
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,C,Bryconidae,"Brycon chagrensis (Kner, 1863)",B. CHAGRENSIS,D,1,1.0,0.0,1
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,P,Centropomidae,"Centropomus nigrescens Günther, 1864",C. NIGRESCENS,M,P,1.0,1.0,1
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,A,Characidae,"Astyanax ruberrimus Eigenmann, 1913",A. RUBERRIMUS,D,1,0.0,0.0,0
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Astronotus ocellatus (Agassiz, 1831)",A. OCELLATUS,D,1,1.0,0.0,0
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Cichla monoculus Agassiz, 1831",C. MONOCULUS,D,1,1.0,0.0,5
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Mesonauta festivus (Heckel, 1840)",M. FESTIVUS,D,1,1.0,0.0,0
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Oreochromis aureus (Steindachner, 1864)",O. AUREUS,D,2,1.0,0.0,1
2016,3,2016-03-01,2004-2016,SECA,ACL,9.26294533835863,-79.9076820883317,E. Post Panamax Atlántico,Semestral,I,Cichlidae,"Oreochromis niloticus (Linnaeus, 1758)",O. NILOTICUS,D,2,1.0,0.0,2
